"language","item.id","delta_Mean","k_Mean","lambda_Mean","delta_HDIlow","k_HDIlow","lambda_HDIlow","delta_HDIhigh","k_HDIhigh","lambda_HDIhigh","category","item"
"Mandarin","item_601",1.4376281014,18.887490022,4.070494809388,0.605244,2.87501,0.00369203,2.26019,42.9738,10.5224,"furniture_rooms","F12TAP"
"Mandarin","item_602",1.2617093588,25.510705584,2.5698907148366,0.602529,4.35591,0.000960403,1.97878,58.5033,7.49778,"furniture_rooms","F12KITCH"
"Mandarin","item_603",1.4865904562,16.154399042,4.803265212668,0.593981,2.41475,0.00181097,2.42465,39.0461,12.5636,"furniture_rooms","F12HOTBO"
"Mandarin","item_604",1.603792255,15.615650594,5.81065827704,0.703063,2.21769,0.0314067,2.95807,36.2436,16.7225,"furniture_rooms","F12GAS"
"Mandarin","item_605",1.3841574916,15.21262391,4.61134847744,0.627116,1.95779,0.0186794,2.26759,35.9585,12.5784,"furniture_rooms","F12AIRC"
"Mandarin","item_606",1.4215167896,11.302792666,6.31857618052,0.630979,1.31746,0.0132086,2.40493,25.6969,16.6802,"furniture_rooms","F12MICRO"
"Mandarin","item_607",1.1462312958,20.125467466,3.090749018686,0.516198,2.58754,0.00214669,2.00188,50.2709,10.8953,"furniture_rooms","F12BALCO"
"Mandarin","item_608",1.422498676,16.23299572,4.6399927906,0.656618,2.49873,0.0134305,2.42593,38.7411,13.1082,"furniture_rooms","F12LIFT"
"Mandarin","item_609",1.6658950274,7.9588670068,6.195501540302,0.755238,0.579179,0.00407859,2.90041,20.1901,14.1648,"outside","O13FLOWE"
"Mandarin","item_61",1.3886700148,11.610466504,5.149414364138,0.656868,1.59463,0.00823889,2.25816,25.9367,13.4357,"games_routines","G3PLEAS"
"Mandarin","item_610",1.4026934736,15.367312244,3.896875763862,0.57433,1.0744,0.00095225,2.40834,43.3296,11.3308,"outside","O13TREE"
"Mandarin","item_611",1.1271456044,21.471044222,2.86140488862144,0.418599,1.61911,4.13524e-05,2.00977,55.0571,10.1863,"outside","O13LEAF"
"Mandarin","item_612",1.308797881,17.307423726,4.11713047866,0.623343,2.83501,0.0115549,2.24268,39.4992,12.6775,"outside","O13BRANC"
"Mandarin","item_613",1.4524477188,14.548064444,4.22969357086,0.616141,1.66163,0.0164514,2.37705,35.6081,11.5189,"outside","O13GRASS"
"Mandarin","item_614",1.2418924662,21.985479846,2.5631125687286,0.596629,2.25874,0.000362688,2.08703,50.0363,8.07869,"outside","O13EARTH"
"Mandarin","item_615",1.3177883356,16.77069282,2.995861196284,0.608381,2.61555,0.00932108,2.0827,38.2154,8.53976,"outside","O13WATER"
"Mandarin","item_616",1.4500492078,17.222028802,3.709119846422,0.66693,2.50798,0.00951181,2.3623,39.1093,10.3487,"outside","O13RAIN"
"Mandarin","item_617",1.238483653,24.543794672,2.513473525964,0.631508,3.04816,0.00542492,2.12783,51.1998,8.93914,"outside","O13SNOW"
"Mandarin","item_618",1.3193007684,21.626718838,2.921487072762,0.623399,1.62794,0.0108175,2.5575,48.8688,11.7899,"outside","O13WIND"
"Mandarin","item_619",1.3613799778,21.162558804,3.18123688418,0.649072,2.85464,0.00276491,2.19803,48.7261,9.30381,"outside","O13STONE"
"Mandarin","item_62",1.517131688,7.3787415852,6.726446185662,0.603416,0.534168,0.00758931,2.5408,19.3016,15.7589,"games_routines","G3GREAT"
"Mandarin","item_620",1.3116513468,13.521251196,4.17710975822,0.592896,1.67145,0.0115197,2.20323,30.3591,12.3926,"outside","O13MOUNT"
"Mandarin","item_621",1.6076830104,14.392853368,5.5621696616,0.69615,1.47832,0.0366892,2.81455,36.4446,14.822,"outside","O13STICK"
"Mandarin","item_622",1.1718340042,30.262295224,2.262483784414,0.557807,3.94854,0.00126629,1.96704,69.7556,7.7182,"outside","O13SAND"
"Mandarin","item_623",1.4690957438,16.249091132,4.215298285538,0.701304,2.57695,0.00898123,2.36624,36.3599,10.8322,"outside","O13SHOVE"
"Mandarin","item_624",1.4249795942,14.9692365886,5.480289975238,0.560498,1.33579,0.00794774,2.61638,36.4715,16.4067,"outside","O13LADDE"
"Mandarin","item_625",1.2021961236,29.58084248,2.037796400584,0.623405,5.43989,0.00457635,1.89744,66.892,6.65919,"outside","O13SLIDE"
"Mandarin","item_626",1.3455765808,20.953415906,3.663751707628,0.665785,2.45318,0.00209767,2.29813,46.03,11.378,"outside","O13SPINC"
"Mandarin","item_627",1.4757289874,19.285868426,4.487793537928,0.641601,2.43603,0.00765889,2.41998,47.8536,12.2054,"outside","O13SWING"
"Mandarin","item_628",1.3652688864,19.49189602,3.95505568226,0.664258,3.09424,0.0140986,2.23812,43.3887,11.3022,"outside","O13BOUNC"
"Mandarin","item_629",1.1966328904,25.907322462,2.383525640106,0.506999,3.48392,0.00159511,2.06023,62.3069,8.79908,"outside","O13SUN"
"Mandarin","item_63",1.395450106,17.859410674,3.409113623384,0.688282,2.01249,0.00180143,2.22755,38.2063,9.16177,"games_routines","G3HAOBA"
"Mandarin","item_630",1.3555108702,16.431753968,3.53667255184,0.648222,2.78549,0.0239521,2.15494,35.4977,9.98911,"outside","O13MOON"
"Mandarin","item_631",1.4199806412,12.211245996,4.758084861236,0.692311,1.91228,0.00524227,2.32967,29.9683,12.1152,"outside","O13STAR"
"Mandarin","item_632",1.4254931356,12.352088964,4.85981400126,0.563012,1.28929,0.0107011,2.37343,31.2108,13.1093,"outside","O13SKY"
"Mandarin","item_633",1.395697854,12.921897122,5.29211832604,0.614588,2.58165,0.0239433,2.25026,30.7918,13.6708,"outside","O13CLOUD"
"Mandarin","item_634",1.5210131474,13.81045552,5.810874765168,0.682376,2.71348,0.00582669,2.28248,33.3549,12.2587,"outside","O13ROOF"
"Mandarin","item_635",1.6108770432,7.7011128026,6.70425171932,0.688787,0.668999,0.0864169,2.83136,18.7485,16.6686,"outside","O13STREE"
"Mandarin","item_636",1.2572628366,22.918664928,2.781774827382,0.606073,3.24159,0.00516153,2.13423,54.4168,9.16367,"outside","O13ROAD"
"Mandarin","item_637",1.2826398272,26.251551346,2.853890266614,0.56302,3.1566,0.00256571,2.17807,58.8319,9.53704,"outside","O13TLIGH"
"Mandarin","item_638",1.2703182208,19.309925358,3.053436707386,0.636071,3.01684,0.00311787,2.10658,46.1287,9.09299,"outside","O13UMBRE"
"Mandarin","item_639",1.3866911958,19.263428838,3.866902429614,0.677291,2.67264,0.0015985,2.25153,41.3028,10.3736,"outside","O13SNOWM"
"Mandarin","item_64",1.461357752,10.0985827286,4.898070620102,0.687234,1.08179,0.00240153,2.46813,24.8028,12.4994,"games_routines","G3SHI"
"Mandarin","item_640",1.703198596,12.9747796704,7.75977654462,0.716333,1.6904,0.0197073,3.17897,31.0824,20.1145,"outside","O13POOL"
"Mandarin","item_641",1.7967920582,6.4595707338,7.10069547124,0.711284,0.242421,0.0159435,3.22521,17.8483,16.1694,"vehicles","V14CAR"
"Mandarin","item_642",1.3499388196,20.50951752,2.81267590224,0.716867,4.19686,0.0216479,2.12049,42.7426,8.12391,"vehicles","V14PLANE"
"Mandarin","item_643",1.3383526046,21.628572862,2.92821384604,0.690276,3.6003,0.0200296,2.05977,48.399,8.17894,"vehicles","V14TRAIN"
"Mandarin","item_644",1.3043743706,16.47532516,3.40719034436,0.661854,2.54055,0.0288059,2.06826,37.3375,9.37994,"vehicles","V14BOAT"
"Mandarin","item_645",1.3228502734,20.22829832,3.354050975216,0.652584,2.91528,0.00984298,2.20215,46.5335,10.208,"vehicles","V14MOTO"
"Mandarin","item_646",1.2111768908,18.883137506,3.163495606388,0.578001,2.88038,0.007169,2.10977,39.9917,11.2512,"vehicles","V14SEDAN"
"Mandarin","item_647",1.4216563814,22.630110954,3.601718249,0.569964,2.4074,0.00162642,2.3916,57.2706,10.6411,"vehicles","V14BIKE"
"Mandarin","item_648",1.2670863926,23.09102478,3.17686445156,0.63301,2.97542,0.0165726,2.17971,49.55,10.5594,"vehicles","V14BUS"
"Mandarin","item_649",1.4585338732,13.415262456,5.429948484602,0.591311,1.83147,0.00185728,2.44641,32.4696,14.3819,"vehicles","V14TRUCK"
"Mandarin","item_65",1.4546266252,13.127864174,4.58127242342,0.700926,2.24547,0.043983,2.29856,30.2842,11.6539,"games_routines","G3CORRE"
"Mandarin","item_650",1.2709935592,19.031137182,3.18015620962,0.691757,3.25871,0.0046149,2.13548,38.1053,10.2234,"vehicles","V14TAXI"
"Mandarin","item_651",1.4188156288,13.2980436072,5.41713201424,0.65478,2.06353,0.012954,2.33144,31.8388,13.9746,"vehicles","V14CRANE"
"Mandarin","item_652",1.5665924874,15.727989758,5.229226905502,0.716826,2.58904,0.0035289,2.47871,39.0909,12.2507,"vehicles","V14TRIKE"
"Mandarin","item_653",1.5293394704,12.009920378,6.22949265788,0.704234,2.29515,0.025115,2.40006,28.1597,14.0969,"vehicles","V14JEEP"
"Mandarin","item_654",1.5278546636,13.727716476,5.9539931558,0.680823,2.20513,0.0723096,2.59032,31.829,15.7185,"vehicles","V14AMBUL"
"Mandarin","item_655",1.5485632066,8.6562210106,5.49233771201,0.67942,0.754409,0.00172486,2.63113,22.7514,13.3033,"places","O15HOME"
"Mandarin","item_656",1.5303604394,11.651638128,4.86142327366,0.653207,1.07389,0.027079,2.54692,29.0252,12.5366,"places","O15OUTSI"
"Mandarin","item_657",1.422144422,10.1337412772,5.017466116328,0.560134,0.906221,0.00464659,2.45198,27.0274,13.6686,"places","O15DANWE"
"Mandarin","item_658",1.2826027974,21.1791204,2.85089463022,0.69675,3.64577,0.0558875,2.12197,44.2383,9.33001,"places","O15HOUSE"
"Mandarin","item_659",1.39594487,16.882069184,3.92892111506,0.760856,3.63309,0.0311743,2.19407,35.4355,10.304,"places","O15BLDG"
"Mandarin","item_66",1.4391602372,15.445269274,4.04053657679,0.607598,1.56423,0.0054164,2.27191,36.2452,10.5041,"games_routines","G3NOTOK"
"Mandarin","item_660",1.2276074554,28.40787513,2.081688953824,0.627796,5.29634,0.00696349,1.85316,63.9626,6.18578,"places","O15PARK"
"Mandarin","item_661",1.3213203946,27.855319296,2.699708255426,0.672231,4.91423,0.00201805,2.09615,63.5418,7.81382,"places","O15ZOO"
"Mandarin","item_662",1.2108220782,24.43095179,2.863902547876,0.517883,2.55474,0.00110761,2.10811,60.6147,10.0004,"places","O15GARDE"
"Mandarin","item_663",0.9439368896,60.176524782,1.13477665574174,0.419979,5.99205,8.11963e-05,1.68517,148.034,5.16016,"places","O15MCDS"
"Mandarin","item_664",1.4339930614,24.175418872,3.34858991984,0.777037,5.56541,0.0243258,2.31674,51.6064,9.57551,"places","O15HOSPT"
"Mandarin","item_665",1.277961415,28.880212018,2.545506350396,0.620329,4.74081,0.00747504,2.03823,66.3247,7.76263,"places","O15STORE"
"Mandarin","item_666",1.4405587064,25.516959346,3.728433557267,0.589011,3.17652,0.000743957,2.60598,61.7863,11.9829,"places","O15NURSR"
"Mandarin","item_667",1.3644363626,20.013490468,3.61896233292,0.656849,2.91967,0.0121546,2.14649,43.4326,9.90121,"places","O15SCHOO"
"Mandarin","item_668",1.5672282434,17.283671844,5.407056483196,0.675344,2.59583,0.00802323,2.69216,44.116,14.2465,"places","O15TIANA"
"Mandarin","item_669",1.4225200222,18.437765478,5.13648764286,0.62878,1.54345,0.0181143,2.78556,42.8876,16.9056,"places","O15CHINA"
"Mandarin","item_67",1.3974622772,25.23085451,3.045186759094,0.510012,2.58265,0.00109935,2.28779,59.0653,9.1529,"games_routines","G3FAST"
"Mandarin","item_670",1.5406956418,17.233056656,5.467775594232,0.603285,2.15681,0.00255159,2.68863,39.476,15.2485,"places","O15AMPRK"
"Mandarin","item_671",1.5393141466,14.338111832,6.02949746306,0.645009,1.99747,0.0196491,2.7218,34.3371,16.488,"places","O15SUPER"
"Mandarin","item_672",1.6044289772,8.8773862848,6.224479413092,0.62417,0.601996,0.00287833,2.9236,24.0136,16.1178,"directions","D16HERE"
"Mandarin","item_673",1.3380820148,20.4780580472,4.5872002165984,0.489,1.28258,0.000543924,2.59756,58.3836,14.1674,"directions","D16THERE"
"Mandarin","item_674",1.2620044702,15.458748198,3.06166473504,0.655047,2.95944,0.0334798,1.94764,33.9554,8.55985,"directions","D16ON"
"Mandarin","item_675",1.2215321886,18.060760374,2.775391516514,0.6227,2.88438,0.00216636,1.98688,40.8769,8.40517,"directions","D16BELOW"
"Mandarin","item_676",1.328338922,18.051404446,3.36436405682,0.65485,2.51006,0.0113712,2.10836,43.5169,9.21621,"directions","D16OUTSI"
"Mandarin","item_677",1.4425551478,19.10933221,4.154492363862,0.589926,1.71746,0.00540628,2.64301,46.6831,13.438,"directions","D16INSID"
"Mandarin","item_678",1.4179190944,15.079505912,4.13966922116,0.599195,1.73655,0.017069,2.36225,35.2196,11.6831,"directions","D16AT"
"Mandarin","item_679",1.46010626,17.578030736,4.069928774504,0.74727,4.47628,0.00479921,2.30166,42.6665,10.1026,"directions","D16UNDER"
"Mandarin","item_68",1.559235329,11.6418133068,5.30993574012,0.746834,1.53354,0.0935467,2.6123,25.904,13.688,"games_routines","G3WAIT"
"Mandarin","item_680",1.1367017876,28.411082798,1.991735433148,0.540408,2.059,0.00278996,1.85238,63.7857,7.14835,"directions","D16FRONT"
"Mandarin","item_681",1.2158559234,23.940934902,2.555684965002,0.577944,3.05089,0.00335837,1.93459,49.9715,7.81456,"directions","D16BEHIN"
"Mandarin","item_682",1.5604975454,13.782810644,5.9569977704,0.696667,2.05598,0.0479599,2.49582,31.9439,14.4806,"directions","D16MIDDL"
"Mandarin","item_683",1.4052201772,18.002653686,4.266678172,0.624426,2.32036,0.0218892,2.28828,38.641,12.1674,"directions","D16BESID"
"Mandarin","item_684",1.5027293708,17.05973908,4.5033339451,0.782327,2.81647,0.053217,2.47047,37.1208,12.0766,"directions","D16NEXTT"
"Mandarin","item_685",1.4877952806,16.111505024,4.7796307347,0.706553,3.10106,0.0184022,2.40062,36.7677,12.37,"directions","D16TOSID"
"Mandarin","item_686",1.3553729828,18.592269866,3.94252116858,0.68248,3.36177,0.02408,2.27148,39.673,11.7806,"directions","D16BIANS"
"Mandarin","item_687",1.2172936462,21.777044674,2.615333557144,0.55681,3.75642,0.00491249,1.95062,50.031,8.27935,"directions","D16WITH"
"Mandarin","item_688",1.344576966,18.103212894,3.877321723404,0.550512,2.62386,0.00334499,2.29152,44.9972,11.542,"directions","D16ARRIV"
"Mandarin","item_689",1.3117768002,18.009706238,3.9451131214,0.646159,2.68012,0.026678,2.24494,39.3924,12.3417,"directions","D16WANG3"
"Mandarin","item_69",1.3518453394,22.49703663,3.37520975206,0.644445,3.92714,0.0139639,2.19788,54.2484,9.80866,"games_routines","G3EASY"
"Mandarin","item_690",1.6091787582,12.884076434,7.415851639678,0.611682,1.52869,0.00405824,2.99649,33.1373,19.5449,"directions","D16FACIN"
"Mandarin","item_691",1.3430572372,15.460523412,4.71327779976,0.607592,1.86065,0.0213675,2.32092,33.6189,14.3585,"directions","D16TOWAR"
"Mandarin","item_692",1.2982738814,19.420687644,3.1755559791,0.582952,2.69377,0.00303375,2.1444,44.7277,9.74724,"directions","D16GOWHE"
"Mandarin","item_693",1.7530757486,3.90553728906,8.58940555124,0.632584,0.159644,0.0187603,3.1318,11.2059,18.9639,"quantifiers","N17ONE"
"Mandarin","item_694",1.485855859,11.9416672568,4.41588595346,0.67119,0.845554,0.013351,2.4668,29.0069,11.4966,"quantifiers","N17TWO"
"Mandarin","item_695",1.2612184808,23.826714024,2.497629064188,0.521171,2.78906,0.0010819,2.06382,58.3441,8.02341,"quantifiers","N17THREE"
"Mandarin","item_696",1.077251013,29.33481363,1.663085461694,0.565701,4.34881,0.0018098,1.72916,61.9276,5.97575,"quantifiers","N17SAME"
"Mandarin","item_697",1.2783882398,16.943810792,2.94679317809,0.674414,3.25225,0.00259705,2.00452,36.6025,7.80532,"quantifiers","N17MANY"
"Mandarin","item_698",1.2000690258,23.060992874,3.5866536600418,0.476487,1.44668,0.000823147,2.33409,54.755,14.0637,"quantifiers","N17YOUDE"
"Mandarin","item_699",1.5395366732,15.780867454,6.1383473582,0.635696,2.25145,0.0133606,2.69222,39.3075,16.6434,"quantifiers","N17QUANB"
"Mandarin","item_7",1.4923284898,2.4428873732,13.72943804326,0.587501,0.165793,0.270869,2.77756,6.37353,29.2417,"sounds","S1SHEEP"
"Mandarin","item_70",1.2749634334,24.597056546,2.36254570782,0.657791,4.7605,0.0144302,1.97813,49.3527,7.17403,"games_routines","G3LISTN"
"Mandarin","item_700",1.8048478918,9.6961094214,10.8502845842,0.681673,1.52906,0.0736117,3.25204,22.798,24.9847,"quantifiers","N17SUOYO"
"Mandarin","item_701",2.0925971804,8.8264023486,13.885082167098,0.645905,1.20361,0.00376308,3.81172,21.7503,28.6423,"quantifiers","N17ANOTH"
"Mandarin","item_702",1.5735084732,14.114903579,4.668858593648,0.606508,1.2255,0.00479132,2.65696,38.2271,12.1793,"pronouns","P18ME"
"Mandarin","item_703",1.1644369022,30.931444804,1.770477305526,0.64192,5.24448,0.005402,1.96298,62.3399,6.97179,"pronouns","P18MINE"
"Mandarin","item_704",1.447017659,17.6232157274,4.581728940424,0.650043,1.25219,0.00489334,2.721,40.1198,14.7513,"pronouns","P18SELF"
"Mandarin","item_705",1.4637291922,17.952708816,4.718266794112,0.59744,2.45799,0.00326763,2.4988,39.6977,13.3953,"pronouns","P18SMINE"
"Mandarin","item_706",1.3217322224,20.00773924,3.211811471001,0.601951,2.51369,0.000577597,2.21153,48.3297,9.58981,"pronouns","P18YOU"
"Mandarin","item_707",1.167191115,29.934374964,1.952137416748,0.611772,4.09836,0.0047911,1.95029,54.0334,7.39595,"pronouns","P18YOURS"
"Mandarin","item_708",1.6892050036,10.612662577,6.52349049798,0.777756,1.68121,0.0419479,2.79249,23.8634,15.1758,"pronouns","P18HE"
"Mandarin","item_709",1.5139996344,18.318785404,4.569418523902,0.748766,3.2054,0.00343851,2.56026,41.0978,12.389,"pronouns","P18HIS"
"Mandarin","item_71",1.1241132594,34.64342068,1.93567714575,0.524986,3.86126,0.00197445,2.00366,68.6595,8.1217,"games_routines","G3GOSCH"
"Mandarin","item_710",1.3727066916,16.170490766,3.86121005264,0.661375,2.55658,0.00279821,2.03997,37.0458,9.22329,"pronouns","P18THIS"
"Mandarin","item_711",1.4166815742,16.002232472,4.37435691264,0.634014,2.32675,0.0206808,2.35584,38.4708,12.2062,"pronouns","P18THAT"
"Mandarin","item_712",1.7428713758,11.2534704584,8.3408197092,0.661042,1.32821,0.0395742,3.17512,28.3775,20.6566,"pronouns","P18THOSE"
"Mandarin","item_713",1.5287985932,16.753512282,5.903419368252,0.626711,1.81144,0.0054504,2.81449,39.6754,16.745,"pronouns","P18THESE"
"Mandarin","item_714",1.5044468518,14.799719412,5.77972947954,0.661104,2.22338,0.0113841,2.58916,35.9665,15.7134,"pronouns","P18BIEDE"
"Mandarin","item_715",1.5782629878,17.020665968,5.1794186873,0.762758,2.73986,0.0104288,2.52966,39.1955,12.3701,"pronouns","P18US"
"Mandarin","item_716",1.586876602,16.176039068,5.995392392538,0.574319,1.6721,0.00961662,2.73997,37.9002,16.2065,"pronouns","P18ZANME"
"Mandarin","item_717",1.9309466842,11.4372436278,8.187807307,0.903243,1.7434,0.206981,3.10943,25.3569,16.7012,"pronouns","P18YOUPL"
"Mandarin","item_718",1.4196612454,25.740349848,4.625107530434,0.553488,2.95094,0.00517226,2.65679,64.5481,14.8982,"pronouns","P18THEY"
"Mandarin","item_719",1.6662593028,14.683456616,6.50573728362,0.771844,2.21263,0.0478814,2.78985,32.4682,15.9569,"pronouns","P18USPOS"
"Mandarin","item_72",1.501391665,14.4557556178,4.447468174922,0.665426,1.10859,0.00960241,2.58235,36.2902,12.0294,"games_routines","G3ONEYR"
"Mandarin","item_720",1.3399490598,19.72647197,4.12680711582,0.67185,3.44668,0.0369978,2.31465,39.3024,13.1344,"pronouns","P18ZANMS"
"Mandarin","item_721",1.5240659062,24.283238066,5.297047749632,0.599255,2.20019,0.00814173,2.88916,61.2404,16.6217,"pronouns","P18YOUPP"
"Mandarin","item_722",1.5845773452,18.718717258,6.197217172676,0.530173,1.8937,0.00473224,2.93247,47.1838,18.2095,"pronouns","P18THEIR"
"Mandarin","item_723",1.3943774588,17.116670702,4.56682047176,0.602236,2.06407,0.010713,2.33277,41.2043,12.8419,"pronouns","P18RENJI"
"Mandarin","item_724",1.9976413054,8.9048113338,12.93075395032,0.60337,1.00369,0.0200761,3.6062,22.7754,27.2767,"pronouns","P18QITA"
"Mandarin","item_725",1.4678840914,20.193270954,4.43540813158,0.67144,2.73837,0.0150129,2.52155,45.7551,12.8347,"pronouns","P18SOMEO"
"Mandarin","item_726",1.2833475052,21.851109576,2.784517289562,0.590425,3.12483,0.00645926,1.9389,51.5012,7.50947,"classifiers","C19GE"
"Mandarin","item_727",1.353469355,16.837648238,3.831305744648,0.68398,3.39994,0.0122005,2.0637,40.4699,9.50492,"classifiers","C19KOU"
"Mandarin","item_728",1.497352509,15.704900186,5.166667008766,0.630678,1.15591,0.00484138,2.89557,39.1416,16.1811,"classifiers","C19ZHI"
"Mandarin","item_729",1.3393712696,21.29924112,3.587251368682,0.573014,2.76977,0.00308026,2.23148,50.7499,10.8588,"classifiers","C19LIANG"
"Mandarin","item_73",1.9620442738,3.51107953048,8.91468302919,0.771079,0.106505,0.00336396,3.65889,10.5326,18.4356,"action_words","V4HOLD"
"Mandarin","item_730",1.5583303896,14.676999552,5.45457518054,0.63894,1.66164,0.0391609,2.68425,33.9685,14.9251,"classifiers","C19ZHANG"
"Mandarin","item_731",1.4549456642,15.053816426,4.63075772964,0.70301,1.99734,0.0100815,2.61027,31.4877,13.9679,"classifiers","C19BEN"
"Mandarin","item_732",1.356879802,16.15417368,4.735420574084,0.579933,1.90261,0.00566091,2.4256,39.4944,14.4754,"classifiers","C19TIAO"
"Mandarin","item_733",1.3867378978,17.407031204,3.9352729975994,0.645309,2.10121,0.000695732,2.42717,40.0823,11.3835,"classifiers","C19DIAN"
"Mandarin","item_734",1.3296315986,22.28732915,3.041354937468,0.67388,3.90067,0.00540053,2.01743,50.41,7.78696,"classifiers","C19KUAI"
"Mandarin","item_735",1.5450265906,12.05457337,6.22651478712,0.702812,1.65478,0.0331245,2.47573,28.9846,14.4538,"classifiers","C19JIAN"
"Mandarin","item_736",1.4621063442,19.118086136,4.529539355902,0.650377,2.68757,0.00853203,2.39992,46.2963,12.1687,"classifiers","C19CI"
"Mandarin","item_737",1.2484120432,22.655481846,3.239400418496,0.571536,3.40818,0.00373652,2.02645,51.9061,9.71304,"classifiers","C19BU"
"Mandarin","item_738",1.6471622206,14.13309957,6.14117798452,0.761091,2.22372,0.0842525,2.65154,34.06,14.3321,"classifiers","C19CENG"
"Mandarin","item_739",1.192180045,31.15932867,3.102410201672,0.522816,3.39336,0.00181321,2.18201,79.0222,11.1154,"classifiers","C19DUI"
"Mandarin","item_74",1.6188681032,5.3628101352,6.8874813177,0.702726,0.415236,0.0203535,2.77984,14.0496,15.8214,"action_words","V4NA"
"Mandarin","item_740",1.5002946018,10.658706024,7.26627130716,0.601538,1.4624,0.023501,2.60305,26.1124,18.6994,"classifiers","C19LI"
"Mandarin","item_741",1.6096880914,7.2597396542,9.49029346326,0.628336,0.874975,0.0862239,2.82354,17.3998,22.3822,"classifiers","C19TOU"
"Mandarin","item_742",1.7162142992,9.091828075,9.92226353072,0.680377,1.26132,0.133448,2.99317,22.4366,22.4498,"classifiers","C19PI"
"Mandarin","item_743",1.6384243344,12.176628486,7.9975132827,0.668591,1.46377,0.105285,2.91363,28.3844,20.8202,"classifiers","C19WEI"
"Mandarin","item_744",1.534527877,10.999492374,7.00733587362,0.654504,1.70304,0.0434499,2.67496,25.2407,18.0655,"classifiers","C19YAN"
"Mandarin","item_745",1.4153580906,15.756153804,5.41270579775,0.668472,2.52138,0.00678794,2.48032,34.3125,15.0266,"classifiers","C19XIE"
"Mandarin","item_746",1.4621725508,16.427603716,4.10313418088,0.64669,2.29068,0.0254516,2.35787,39.2886,11.0732,"question_words","Q20DOWHA"
"Mandarin","item_747",1.4954234552,23.036021384,3.67287009974,0.734837,3.81008,0.0290472,2.40154,51.619,10.0354,"question_words","Q20WHAT"
"Mandarin","item_748",1.402779935,15.139060602,4.319435466998,0.635501,1.59309,0.00537739,2.41614,38.308,12.5291,"question_words","Q20WHO"
"Mandarin","item_749",1.4516881754,18.424860164,3.87828925284,0.741672,3.40994,0.0236569,2.3255,40.2628,10.3603,"question_words","Q20WHERE"
"Mandarin","item_75",1.5353217766,8.8467728862,5.229563886246,0.674854,0.629905,0.00549693,2.64335,20.9554,13.5379,"action_words","V4COME"
"Mandarin","item_750",1.1810541332,24.56861023,2.48280172788,0.595155,4.82001,0.0114778,1.91272,53.1112,8.39165,"question_words","Q20JTIME"
"Mandarin","item_751",1.3403512998,22.310254564,3.713564954388,0.536999,2.63445,0.000794814,2.28165,54.0762,11.5994,"question_words","Q20WHICH"
"Mandarin","item_752",1.531686015,20.785353066,4.88828927354,0.634771,2.44684,0.0110752,3.00157,52.2304,16.2403,"question_words","Q20WHY"
"Mandarin","item_753",1.4361421314,21.958096048,3.9531156248494,0.688434,3.47688,0.000710207,2.27318,49.6175,10.1832,"question_words","Q20HOW"
"Mandarin","item_754",1.4607881466,20.622872676,3.90416144828,0.728272,3.01922,0.0129558,2.32907,42.8725,10.6325,"question_words","Q20JIGE"
"Mandarin","item_755",1.3736430332,22.935023518,3.6297027655,0.683425,3.49127,0.0192096,2.21146,49.2622,10.5088,"question_words","Q20DUOSH"
"Mandarin","item_756",1.4455337906,18.741116432,3.96691590802,0.674514,2.7523,0.0305102,2.36993,42.1771,11.2803,"question_words","Q20MA"
"Mandarin","item_757",1.3348199352,25.530717864,3.372390467514,0.572945,2.47176,0.00243895,2.43037,61.4759,11.7784,"question_words","Q20NE"
"Mandarin","item_758",1.544515984,8.0059185044,6.7315188855296,0.712463,0.751033,0.0011043,2.67006,18.7661,15.5698,"final_particles","S21A"
"Mandarin","item_759",1.2866126036,23.304309192,2.953040795344,0.605154,2.53961,0.00427935,2.20065,52.7945,9.37376,"final_particles","S21LE"
"Mandarin","item_76",1.5817339192,10.2100028586,5.237767362642,0.674607,0.677954,0.00753073,2.76586,27.3033,13.457,"action_words","V4WALK"
"Mandarin","item_760",1.3998658168,16.58793394,4.473474887686,0.55228,1.35678,0.00258792,2.46298,41.9978,13.257,"final_particles","S21LA"
"Mandarin","item_761",1.5807651704,11.426246308,5.75477849,0.732655,1.77936,0.0251933,2.66713,27.9213,14.1638,"final_particles","S21MAA"
"Mandarin","item_762",1.4914396394,16.307558038,4.70367956236,0.611126,2.1168,0.0180216,2.51483,39.5535,13.3397,"final_particles","S21NE"
"Mandarin","item_763",1.4459639942,9.2480162238,7.00223561126,0.536293,0.609833,0.0243747,2.7018,23.8598,20.0629,"final_particles","S21AO"
"Mandarin","item_764",1.328796649,21.709412282,3.4345125584786,0.58038,3.2416,0.000662975,2.19496,49.3877,10.0846,"time_words","T22MORNI"
"Mandarin","item_765",1.3268061962,21.618822272,3.189855148864,0.720987,3.83232,0.00147573,2.15337,44.3375,9.14193,"time_words","T22NIGHT"
"Mandarin","item_766",1.3435792928,22.350023412,3.36641493616,0.677643,3.72269,0.0150766,2.23093,47.7862,10.2935,"time_words","T22TODAY"
"Mandarin","item_767",1.3144825992,24.950333412,3.648829580506,0.606225,3.16334,0.00509774,2.4601,57.2837,13.1773,"time_words","T22TOMOR"
"Mandarin","item_768",1.9084464204,11.790167044,9.31633568004,0.701681,1.93145,0.0276047,3.30892,31.2776,20.6288,"time_words","T22YESTE"
