"language","item.id","delta_Mean","k_Mean","lambda_Mean","start_Mean","delta_HDIlow","k_HDIlow","lambda_HDIlow","start_HDIlow","delta_HDIhigh","k_HDIhigh","lambda_HDIhigh","start_HDIhigh","category","item"
"Hebrew","item_202",0.974342752662,1.01164958612,3411.6782787645,15.198903374968,0.0165631,0.0261469,0.0710655,2.72909,2.69239,2.56905,8789.04,18.9955,"body_parts","body1"
"Hebrew","item_203",0.676418761124,0.129033348068,4417.746313933,8.7943282623,0.0038401,0.00306015,0.342579,0.00311104,2.16426,0.358995,9362.75,16.8185,"body_parts","body2"
"Hebrew","item_204",0.75635095887,0.265649566406,4335.3896472986,9.967244347078,0.00304857,0.00719751,0.15091,1.01598,2.24128,0.638031,9415.25,17.9915,"body_parts","body3"
"Hebrew","item_205",0.831348351066,0.65298421762,4250.3113049072,15.972008377498,0.00412633,0.0274934,0.329716,3.8537,2.44648,1.66463,9232.06,18.9904,"body_parts","body4"
"Hebrew","item_206",1.558658051404,4.232353752194,248.697342165136,7.981849303906,0.0277846,0.00789247,0.00407528,0.00199925,3.23769,16.4475,1784.69,17.303,"body_parts","body5"
"Hebrew","item_207",0.917356425234,0.6155936466,3652.73155425208,12.21097007624,0.00743479,0.0268912,0.08331,1.72306,2.5633,1.56961,9201.51,17.9999,"body_parts","body6"
"Hebrew","item_208",1.63332700864,3.86831649938,24.420385838778,9.335849943406,0.325838,0.0541323,0.00673409,0.76838,3.51571,13.5887,91.5651,17.9769,"body_parts","body7"
"Hebrew","item_209",1.428315494882,2.53393678513,492.664103182794,9.409881373684,0.0499861,0.00960125,0.00642797,0.881919,3.18653,9.97539,4594.36,17.9966,"body_parts","body8"
"Hebrew","item_21",0.756236891294,0.47640439214,4703.1467753404,18.02644883134,0.00386735,0.0205159,0.190712,17.1169,2.27843,1.27902,9446.64,18.9987,"animals","anim5"
"Hebrew","item_210",1.8351557396,6.0131906894,7.586223814464,7.921876610888,0.542393,0.126065,0.0324551,0.013596,3.74665,19.4556,17.3086,16.9361,"body_parts","body9"
"Hebrew","item_211",1.207116977848,1.45430918188,946.852880173802,10.278384928878,0.0148095,0.0141737,0.00334335,0.973668,2.94948,5.61824,5929.13,17.9991,"body_parts","body10"
"Hebrew","item_212",1.7397361466,5.63039699292,7.103192925852,8.326014776254,0.423746,0.0766609,0.00110397,0.686402,3.45697,19.8951,16.7318,17.9728,"body_parts","body11"
"Hebrew","item_213",1.079073448294,1.08390436102,2405.44151730919,11.963565004236,0.0106782,0.031379,0.00394194,1.71575,2.78626,3.80776,8601.08,17.9997,"body_parts","body12"
"Hebrew","item_214",1.737123366,5.18080178836,8.349444747414,9.106681414482,0.414649,0.0643497,0.00247362,0.795329,3.42889,18.0396,19.6573,17.9838,"body_parts","body13"
"Hebrew","item_215",0.882970734944,0.69490560848,4121.00254277142,11.1220890928646,0.00116364,0.044202,0.0982671,1.27631,2.41854,1.67029,9395.32,17.9993,"body_parts","body14"
"Hebrew","item_216",1.245663583908,1.351337567022,1128.5511920255,8.821424746644,0.00630645,0.00582156,0.00427451,0.628622,3.01868,6.16637,6635.9,17.9042,"body_parts","body15"
"Hebrew","item_217",0.828421312114,0.43782407494,3455.8924590439,10.119795076504,0.00187003,0.0255881,0.0643455,1.02897,2.42278,1.12238,9089.77,17.9949,"body_parts","body16"
"Hebrew","item_218",1.0895949783756,1.17014968438,2925.68030276918,11.061719410268,0.000958928,0.0398482,0.0792719,1.50911,2.93254,3.55682,9097.66,17.9895,"body_parts","body17"
"Hebrew","item_219",1.377156154126,2.00148398766,474.43448333354,10.975799191844,0.0533339,0.033399,0.0358338,1.18975,3.15169,8.18397,2434.64,17.9994,"body_parts","body18"
"Hebrew","item_22",0.825179749264,0.419423618086,2612.25526935006,9.58806890786898,0.00121642,0.00674703,0.0211,0.849875,2.33096,1.26411,7244.38,17.984,"animals","anim6"
"Hebrew","item_220",1.884941146,7.1638983042,5.850825723628,7.249846860454,0.553784,0.0599211,0.00390979,0.00263238,3.74255,23.9696,13.5824,16.3816,"body_parts","body19"
"Hebrew","item_221",1.68224093882,4.79113980434,31.554784801698,8.846112775998,0.216157,0.0324867,0.00244816,0.726369,3.49886,15.9948,283.783,17.9998,"body_parts","body20"
"Hebrew","item_222",0.7233824290882,0.16244768539,4355.30057384,8.653836407946,0.00376487,0.00504031,1.58926,0.0263769,2.25758,0.452947,9380.5,16.8803,"body_parts","body21"
"Hebrew","item_223",1.31416183542,2.05154638456,843.905487006322,10.58642269852,0.023786,0.0285654,0.00957981,1.08543,3.08613,8.83384,5901.86,17.9998,"body_parts","body22"
"Hebrew","item_224",0.76014301179,0.285939218408,3987.901111088,10.14920411827,0.00229359,0.00748465,0.0192335,1.08615,2.31751,0.652874,9333.91,17.9991,"body_parts","body23"
"Hebrew","item_225",1.716469446,6.0259010552,6.041781973716,9.070809755508,0.438123,0.0584905,0.00270115,0.744942,3.58757,21.1395,15.1668,17.9998,"body_parts","body24"
"Hebrew","item_226",1.61193400868,3.41035089352,21.0143181867,9.984792789618,0.275508,0.02646,0.0113799,0.881064,3.36797,12.6774,89.5832,17.9962,"body_parts","body25"
"Hebrew","item_227",1.090454944378,1.0339414644,2182.3213152266,11.825995453766,0.00897763,0.03881,0.163288,1.67327,2.84453,3.26628,8529.57,17.9984,"body_parts","body26"
"Hebrew","item_228",0.938623114408,0.88976781688,4027.247931504,13.778805891202,0.00793312,0.0528767,0.34249,2.26014,2.50917,2.20279,9278.13,18.9982,"body_parts","body27"
"Hebrew","item_229",0.7087482200234,0.162170561786,4222.4299694984,9.0769696251614,0.000505264,0.00292408,0.616963,0.865444,2.25464,0.348993,9386.53,17.9872,"household","hse1"
"Hebrew","item_23",0.9072234743984,0.73415385304,4070.6885467874,10.85251901117,0.00481396,0.03774,0.371143,1.32072,2.55088,1.8149,9291.87,17.9988,"animals","anim7"
"Hebrew","item_230",1.108892132908,1.1271893002,1571.83339772298,11.903996358872,0.0213981,0.0151336,0.0238713,1.57548,2.80335,5.0569,6989.25,17.9998,"household","hse2"
"Hebrew","item_231",1.57069798366,3.29808731444,183.009921921466,8.861085332874,0.0678967,0.0233912,0.00934673,0.750846,3.38644,12.2754,1062.4,17.9859,"household","hse3"
"Hebrew","item_232",0.89984439116,0.63364936808,3829.189188257,16.59865940932,0.00771929,0.0336733,0.362686,5.43102,2.53106,1.62957,9244.12,18.9993,"household","hse4"
"Hebrew","item_233",1.7471356426,5.04483632928,7.976215777434,8.403804369993,0.438399,0.0328897,0.0054243,0.676916,3.62513,17.8183,17.7599,17.991,"household","hse5"
"Hebrew","item_234",1.150851940022,1.4738040684,1637.76031831194,11.168870203102,0.00665669,0.0153788,0.00424288,1.23012,2.79559,6.21443,7245.11,17.9997,"household","hse6"
"Hebrew","item_235",1.80458615312,5.47347864968,10.939510714662,7.899981953126,0.416466,0.0515321,0.00891351,0.0228629,3.65658,18.2881,21.8279,16.9859,"household","hse7"
"Hebrew","item_236",0.915361245426,0.60468733866,2747.28891816732,17.76639881482,0.0213815,0.0229498,0.0182306,13.0763,2.64466,1.40879,8319.7,18.9947,"household","hse8"
"Hebrew","item_237",1.47705993692,2.59525168132,176.45544735618,10.875390389324,0.129889,0.0262569,0.0248982,1.03162,3.14321,10.1391,1079.78,18,"household","hse9"
"Hebrew","item_238",0.968702214512,0.68012333722,1975.89027790868,10.615634953798,0.00356442,0.0113219,0.0196935,1.19697,2.6057,2.94015,6230.54,18,"household","hse10"
"Hebrew","item_239",1.91343136,6.04285156116,10.08468698372,7.845560065832,0.508797,0.0591755,0.0366701,0.00587926,3.83819,19.4653,17.7263,16.7698,"household","hse11"
"Hebrew","item_24",1.054181311506,1.0828034131,2258.40029078284,11.1698881186626,0.00117159,0.0362719,0.0633242,1.31218,2.8013,3.03546,8364,17.9975,"animals","anim8"
"Hebrew","item_240",2.1808187562,11.3693373538,6.879909908848,7.160895464146,0.668807,0.177249,0.00540024,0.00440219,4.39041,33.9155,15.4359,15.9697,"household","hse12"
"Hebrew","item_241",1.60167828314,2.97572452262,133.495997775748,9.21532785668,0.068633,0.0374195,0.00368367,0.772405,3.5206,10.8905,940.796,17.996,"household","hse13"
"Hebrew","item_242",1.9989174966,9.4972092928,7.544483139158,7.485804398048,0.516377,0.174941,0.00548227,0.00260201,4.05625,31.3271,17.2337,16.4007,"household","hse14"
"Hebrew","item_243",1.42733612468,2.51843657116,81.9823767829632,10.025575825976,0.131759,0.0252686,0.000407886,0.860262,3.14555,10.4688,526.259,17.9997,"household","hse15"
"Hebrew","item_244",1.63371016902,4.4970846862,13.5360359141,9.29235641619445,0.376617,0.0503261,0.02395,0.818002,3.35098,15.8973,31.6631,17.9998,"household","hse16"
"Hebrew","item_245",1.73786860708,4.15987519764,23.385718200042,9.235390611956,0.37028,0.0342159,0.00817141,0.702804,3.60616,14.2136,44.6843,17.9972,"household","hse17"
"Hebrew","item_246",1.007622298014,0.85439507606,2992.0308397196,10.118064867616,0.00641505,0.0282147,0.0340768,0.986212,2.68044,2.27999,9116.79,17.9355,"household","hse18"
"Hebrew","item_247",1.902431961,5.0823728774,13.284287640908,7.787536154366,0.456495,0.0875702,0.00453362,0.00172993,3.8882,17.6714,25.9146,16.5644,"household","hse19"
"Hebrew","item_248",0.876413831944,0.84743224922,4383.166504302,9.831912450724,0.00560406,0.0520881,1.01656,1.11736,2.4449,2.10449,9403.54,17.991,"household","hse20"
"Hebrew","item_249",2.072016178,7.8442583226,7.63633880199,6.5114419293676,0.616889,0.128213,0.00672372,0.000572758,4.1918,25.1056,16.3953,14.9153,"household","hse21"
"Hebrew","item_25",1.382136869156,2.11065347468,557.707725050498,11.161398292192,0.0529223,0.0191437,0.00721169,1.1485,3.14971,8.38083,4274.3,17.9998,"animals","anim9"
"Hebrew","item_250",1.51475950952,3.35175973252,303.665474169848,10.107167161058,0.102914,0.0268937,0.00540654,0.779999,3.30527,13.2807,2029.78,17.9983,"household","hse22"
"Hebrew","item_251",1.9633290526,6.84776154372,6.799398722102,6.4188568589936,0.54473,0.101664,0.011031,0.000889458,3.85783,22.1723,15.5109,14.9591,"household","hse23"
"Hebrew","item_252",1.8827998216,7.68079938998,6.4808286333,7.9684509806002,0.470106,0.135946,0.00208466,0.000791921,3.6651,25.2068,14.8712,17.0526,"household","hse24"
"Hebrew","item_253",0.9275813210956,0.66195448324,3556.7310150022,10.473417334028,0.0151223,0.0262103,0.375819,1.23238,2.60256,1.62821,9227.7,17.9929,"household","hse25"
"Hebrew","item_254",1.273069220812,1.93476847895,1081.6304939063,8.8913350459874,0.0140755,0.00345794,0.00108969,0.748276,2.97653,8.82894,6119.08,17.9996,"household","hse26"
"Hebrew","item_255",1.75719922816,5.74713130202,52.27071409428,10.031821733276,0.177253,0.0500508,0.0300217,0.689162,3.61208,20.6645,415.663,18.9578,"household","hse27"
"Hebrew","item_256",1.749298103,5.57956544148,6.562354752916,8.2239039473782,0.414933,0.0562836,0.00301066,0.0256719,3.51643,19.4567,15.5639,17.2789,"household","hse28"
"Hebrew","item_257",1.467760365024,2.56859138304,79.48516827306,10.108948440784,0.0937003,0.0292171,0.0239519,0.89285,3.25525,10.0868,388.755,17.9999,"household","hse29"
"Hebrew","item_258",1.58690990222,4.01522787704,52.7795412323314,9.2747072024284,0.0750196,0.015743,0.000633367,0.688549,3.30751,15.2885,276.885,17.9989,"household","hse30"
"Hebrew","item_259",1.52964476386,3.1626335486,229.84407273406,9.470875207921,0.059336,0.0535749,0.0428423,0.817588,3.3471,11.6376,1380.44,17.9893,"household","hse31"
"Hebrew","item_26",0.855348424536,0.57755050582,4247.2101825304,10.49429740226,0.00528756,0.0415503,0.827606,1.21629,2.46669,1.48879,9414.96,17.9996,"animals","anim10"
"Hebrew","item_260",0.91680728498,0.97862756668,4034.57299233758,12.33386268066,0.00467738,0.0735484,0.163983,1.56338,2.50496,2.31275,9287.24,18.9891,"household","hse32"
"Hebrew","item_261",1.02912318075,1.1790897514,3135.1206434252,13.2458990926,0.0137047,0.0592863,0.1376,1.77079,2.77787,2.95745,9028.27,18.9998,"household","hse33"
"Hebrew","item_262",1.59550549518,4.23236547634,50.075521534386,9.880683165602,0.233726,0.0299624,0.00376483,0.870336,3.29993,15.1106,202.179,17.9954,"household","hse34"
"Hebrew","item_263",1.51325352086,2.81966547,100.88936369652,9.3527584777698,0.0520776,0.0582924,0.0317798,0.753473,3.27808,10.1494,598.055,17.8543,"household","hse35"
"Hebrew","item_264",1.8898346314,4.84325605878,10.66917954176,7.527795471062,0.527437,0.0836466,0.0110434,0.00909814,3.99435,16.1061,22.187,16.6418,"household","hse36"
"Hebrew","item_265",1.8839560072,6.57207062754,10.254181546462,7.978332281272,0.508908,0.124947,0.00644219,0.00713217,3.87713,22.6608,23.4296,16.6293,"household","hse37"
"Hebrew","item_266",1.8046834816,5.86910897188,7.73172389946,7.947145756408,0.513719,0.051916,0.0136689,0.0110137,3.65646,20.1541,17.6861,16.9521,"household","hse38"
"Hebrew","item_267",1.64763294758,4.21864198844,23.834692153296,9.764227239594,0.28007,0.041511,0.00505418,0.882175,3.41921,14.8408,86.659,17.9976,"household","hse39"
"Hebrew","item_268",0.94637536944,0.78818899764,2856.77414125754,11.429321609918,0.0104131,0.0329996,0.0463189,1.37009,2.51051,1.81764,8993.48,17.9962,"household","hse40"
"Hebrew","item_269",1.16047243638,1.42120391736,1537.15156268352,16.84725753916,0.0452862,0.0265275,0.0262834,4.31247,2.90354,6.31002,6885.58,18.9999,"household","hse41"
"Hebrew","item_27",0.8988583916482,0.57093293308,3943.9377021252,11.505902962174,0.000481671,0.0328098,0.253216,1.49841,2.45909,1.45989,9316.77,17.9993,"animals","anim11"
"Hebrew","item_270",0.80413462885,0.36782951886,4000.8621389226,10.18943955003,0.00293698,0.0133827,0.578023,1.08786,2.36176,0.955444,9256.66,17.9866,"household","hse42"
"Hebrew","item_271",1.8540513876,6.6158685992,7.0687958021902,7.861624742954,0.528077,0.0822852,0.000730641,0.00726287,3.65728,22.2488,16.3358,16.9502,"household","hse43"
"Hebrew","item_272",0.920355952772,0.62430097072,3919.7065930759,11.233889245318,0.0026061,0.0282882,0.0680145,1.3563,2.54591,1.53764,9350.22,17.9992,"household","hse44"
"Hebrew","item_273",1.029584910302,1.00038085204,2299.2654245402,15.463161453446,0.0210243,0.0349286,0.192411,3.12629,2.7681,2.44409,8609.11,18.9994,"household","hse45"
"Hebrew","item_274",1.0410259744444,0.875494485642,1567.66653385698,9.512398341108,0.00337262,0.0100884,0.00403299,0.897545,2.72323,4.00947,7293.04,17.9945,"household","hse46"
"Hebrew","item_275",1.104607069298,1.10349651444,1097.51058486688,11.88718793414,0.0371565,0.0203512,0.0297723,1.47594,2.82658,4.58249,3671.71,18,"household","hse47"
"Hebrew","item_276",0.876301489124,0.75777797228,4177.990783457,9.7057424176048,0.00814694,0.0420366,1.42893,1.02071,2.54164,1.87916,9336.16,17.966,"household","hse48"
"Hebrew","item_277",1.5505942183024,3.3061052384,140.492646796036,8.31595983563,0.0594103,0.0296372,0.00343321,0.0834014,3.37336,11.6935,1018.99,17.1263,"furniture_rooms","rms1"
"Hebrew","item_278",1.55141141162,3.24716128426,35.46098154308,10.52406722845,0.262439,0.0266737,0.0167665,0.986962,3.26958,12.0312,206.831,17.9999,"furniture_rooms","rms2"
"Hebrew","item_279",1.77491936704,5.25240392424,15.541638774634,8.4301168889884,0.415727,0.0416816,0.00201151,0.0140414,3.62102,17.8431,35.7508,17.3253,"furniture_rooms","rms3"
"Hebrew","item_28",0.89764935546946,0.51879800345,2152.51375599446,9.60931230838,8.06373e-05,0.00900226,0.02581,0.874862,2.4769,1.70676,7817.96,17.9665,"animals","anim12"
"Hebrew","item_280",1.37183021386,2.158589581,612.3105097622,11.130215480412,0.0862915,0.0165759,0.0172831,1.16408,3.13946,8.48326,4406.82,17.9999,"furniture_rooms","rms4"
"Hebrew","item_281",0.81434671958,0.5155636716,4249.2503263052,9.49453497899068,0.0069544,0.0253282,0.466569,1.02712,2.30218,1.31926,9367.49,17.8614,"furniture_rooms","rms5"
"Hebrew","item_282",0.9405924091712,0.82109514944,3496.0209152136,10.476965341294,0.00562106,0.0489038,0.745658,1.23268,2.51683,2.00222,9103.94,17.9985,"furniture_rooms","rms6"
"Hebrew","item_283",1.162112898296,1.5303088481,1083.24532376858,10.947198213114,0.00435527,0.0124946,0.0107398,1.08811,2.76824,6.43303,6579.64,18,"furniture_rooms","rms7"
"Hebrew","item_284",1.61165526312,4.28233944668,89.109288527108,11.891529426756,0.167241,0.044078,0.00191324,1.01476,3.52165,15.8757,457.662,18.997,"furniture_rooms","rms8"
"Hebrew","item_285",1.70695095608,4.34669136546,57.55831400345,8.9038226812,0.162135,0.0508542,0.00617706,0.786135,3.61721,15.3247,365.507,17.998,"furniture_rooms","rms9"
"Hebrew","item_286",0.9248495235,0.83455904894,3838.970651558,9.956297007752,0.00249407,0.034297,0.287261,1.05253,2.57557,1.96337,9097.97,17.9166,"furniture_rooms","rms10"
"Hebrew","item_287",1.18570085004,1.72760237418,1965.65098543916,16.109737164364,0.044972,0.0240263,0.0126023,3.23014,2.97934,8.39184,8338.08,18.9989,"furniture_rooms","rms11"
"Hebrew","item_288",1.35874718148,2.54618626252,731.782347223534,10.0051903852632,0.0524124,0.0106541,0.00683014,0.955076,3.05112,10.1917,4271.96,17.9882,"furniture_rooms","rms12"
"Hebrew","item_289",1.74092941806,5.01418937908,15.172546063606,8.786101777844,0.402406,0.076654,0.00576546,0.724857,3.59327,17.6683,44.141,17.9547,"furniture_rooms","rms13"
"Hebrew","item_29",0.8268795063726,0.75855726746,4574.6633671319,9.134077175176,0.00522189,0.0526068,0.0604625,0.288391,2.40556,1.90849,9415.36,17.3559,"animals","anim13"
"Hebrew","item_290",1.19397696194,1.464698649,1013.64814871106,11.3593626470534,0.0147345,0.0202297,0.0114948,1.23829,2.8597,5.89973,5334.31,18,"furniture_rooms","rms14"
"Hebrew","item_291",0.90760339764,0.68106597184,2680.07358445572,18.245073191,0.0401472,0.0228915,0.0290865,17.9014,2.43093,1.13359,8836.84,18.9999,"furniture_rooms","rms15"
"Hebrew","item_292",1.124429815226,1.3846965089,2257.43960184576,10.839609164176,0.0166496,0.0500861,0.0364368,1.26241,2.89547,5.27987,8203.48,17.9981,"furniture_rooms","rms16"
"Hebrew","item_293",1.47208417748,2.3038785118,277.212356901535,9.681238158124,0.0806346,0.0357995,0.000555516,0.857265,3.28692,8.83657,2138.71,17.9694,"furniture_rooms","rms17"
"Hebrew","item_294",0.94793945149,0.7350513673,3763.78058750098,10.73517358208,0.00334502,0.0398064,0.0961489,1.26845,2.60188,1.83377,9234.07,17.9981,"furniture_rooms","rms18"
"Hebrew","item_295",0.752525820174,0.87340349708,4761.000285544,18.23215463894,0.00422419,0.0537064,1.52597,9.51206,2.29992,2.22637,9477.15,19.9812,"furniture_rooms","rms19"
"Hebrew","item_296",0.844672768902,0.97651177558,4528.78794288008,15.701463227286,0.00234519,0.065026,1.44672,2.91605,2.53636,2.4803,9378.95,19.9913,"furniture_rooms","rms20"
"Hebrew","item_297",1.8653063726,7.14060486196,6.18911089234,7.455431402642,0.575585,0.0867119,0.0190467,0.00136757,3.66686,23.9696,14.5609,16.0911,"furniture_rooms","rms21"
"Hebrew","item_298",1.0562864341,1.11276387232,3413.7310430496,17.324240760316,0.046379,0.0251816,0.131542,6.57986,2.76736,4.80565,9091.34,19,"furniture_rooms","rms22"
"Hebrew","item_299",0.861879198798,0.56354285872,4088.6663526636,11.175672304894,0.00204803,0.0322514,0.304017,1.39013,2.38086,1.43067,9273.7,17.9982,"furniture_rooms","rms23"
"Hebrew","item_3",0.6454771972186,0.105338703616,4415.83940711264,8.627566425504,0.000190263,0.00330387,0.0708262,0.00452198,2.12439,0.2893,9362.81,16.9804,"sounds","sound3"
"Hebrew","item_30",1.2283125182,1.290823797,1318.5229297066,10.487096019534,0.0179546,0.0206861,0.110004,1.13521,2.96276,5.55028,6417.03,17.9988,"animals","anim14"
"Hebrew","item_300",1.19897186914,1.83327332006,1861.85894131771,16.34762589272,0.0965497,0.0187041,0.00383653,3.76531,2.95621,9.44791,8401.73,18.9999,"furniture_rooms","rms24"
"Hebrew","item_301",1.71490090822,5.0606977995,20.120030843664,8.43818835824901,0.318873,0.0277147,0.00556092,0.616219,3.52444,17.8188,150.072,17.9998,"furniture_rooms","rms25"
"Hebrew","item_302",1.7683260218,6.10755394316,10.879836571904,8.4949975499072,0.428956,0.083157,0.00303381,0.0233621,3.62963,21.0076,25.7349,17.0911,"furniture_rooms","rms26"
"Hebrew","item_303",1.77144284806,6.4123702527,33.993719408866,10.6600736226145,0.326432,0.0869125,0.0109621,1.03603,3.73016,22.4453,159.538,18.9974,"furniture_rooms","rms27"
"Hebrew","item_304",1.5887253122,4.98275084274,45.9253002207,12.701345936782,0.268817,0.0382587,0.0153344,1.23687,3.34076,19.8181,245.85,18.999,"furniture_rooms","rms28"
"Hebrew","item_305",1.202118718,1.73605407676,1505.03672156867,11.02728044414,0.0230769,0.0471507,0.00391683,1.28966,2.93106,6.87089,6026.16,17.9977,"furniture_rooms","rms29"
"Hebrew","item_306",1.7748193494,5.61300821162,8.787212213358,8.869867361206,0.460591,0.068084,0.0128175,0.800772,3.68837,19.9554,20.4126,17.9919,"furniture_rooms","rms30"
"Hebrew","item_307",1.027953913706,0.884028617,2897.9857465109,11.573245559502,0.0181338,0.0190168,0.0245471,1.46661,2.84461,3.35596,9026.18,18,"furniture_rooms","rms31"
"Hebrew","item_308",1.006319539478,1.29160249252,3161.00908331798,9.929192906666,0.00653135,0.0671307,0.0754639,1.09479,2.72652,3.04333,9178.4,17.9407,"furniture_rooms","rms32"
"Hebrew","item_309",1.58271798306,3.3162279526,26.39188405996,10.520073109266,0.271614,0.0495388,0.0144005,0.924174,3.3161,11.8666,122.025,17.999,"outside","out1"
"Hebrew","item_31",1.461096437706,2.58913711294,743.86898903368,10.513164733204,0.0325361,0.0480006,0.0706276,1.00239,3.38732,9.72945,5220.56,17.9959,"animals","anim15"
"Hebrew","item_310",0.92654919871,0.76208921312,3728.6425208322,17.196346808628,0.0113697,0.0302054,0.065385,7.51257,2.57695,1.85925,9173.07,18.9996,"outside","out2"
"Hebrew","item_311",1.738760073,4.64673032618,15.851103893194,8.57018667603,0.432797,0.0778539,0.00227307,0.598575,3.73105,16.0591,44.0152,17.8087,"outside","out3"
"Hebrew","item_312",1.37305580087,2.54281922954,904.648094745081,10.74470154218,0.0314487,0.0353846,0.000883254,1.05944,3.13394,10.2329,6330.55,17.9966,"outside","out4"
"Hebrew","item_313",1.058431348498,1.0323815002,2509.34875779327,12.396202699014,0.0110502,0.0205388,0.00850395,1.55491,2.73725,4.00657,8293.86,17.9999,"outside","out5"
"Hebrew","item_314",1.14219927405,1.21800420686,2514.891484386,11.341553909414,0.015468,0.0194905,0.10606,1.36948,2.87526,5.18497,9218.01,17.9984,"outside","out6"
"Hebrew","item_315",1.248954478088,1.59699583082,1529.3071594443,10.322883728764,0.00323161,0.0217695,0.0245231,1.11232,3.03677,6.40986,8058.71,17.9874,"outside","out7"
"Hebrew","item_316",1.184433257666,1.54759647166,1342.93975534268,10.543375084148,0.0242241,0.0374685,0.0105583,1.01691,3.00141,5.84917,6692.12,17.9828,"outside","out8"
"Hebrew","item_317",0.833947008488,0.564753103,4310.5644980428,16.96897259798,0.00497831,0.0364575,0.189193,6.15305,2.39096,1.47176,9331.35,18.9988,"outside","out9"
"Hebrew","item_318",0.8608424236168,1.11295294596,4534.1364862834,9.989107805166,0.000590304,0.0903542,5.12338,1.00615,2.56621,2.64526,9393.52,18.8631,"outside","out10"
"Hebrew","item_319",0.911185263132,0.79948656394,4824.99321622208,11.12413659982,0.0071993,0.0270117,0.0397569,1.21065,2.54859,1.8559,9582.55,17.9979,"outside","out11"
"Hebrew","item_32",0.800387347168,0.65777695108,4649.57651163974,14.964213059364,0.0029574,0.0460205,0.0201507,2.43203,2.34575,1.73034,9401.48,18.9962,"animals","anim16"
"Hebrew","item_320",1.9685177378,6.94502233014,6.67655293806,6.7438241155892,0.597271,0.0850806,0.0169005,0.000288368,3.82329,22.6927,15.0262,15.2489,"outside","out12"
"Hebrew","item_321",1.246025829072,1.68097042016,1334.40251789468,11.878480594654,0.00486912,0.0251464,0.0504879,1.48906,3.00145,6.96389,5582.59,17.9998,"outside","out13"
"Hebrew","item_322",1.48890453198,2.78123525308,121.967956244116,10.593397744081,0.134859,0.0503146,0.00255541,0.996707,3.30767,9.44173,789.848,17.9975,"outside","out14"
"Hebrew","item_323",1.6435125842,4.87047296418,19.124935478196,10.146706298248,0.397311,0.0567588,0.00061079,1.0451,3.33232,17.6875,43.4127,17.9992,"outside","out15"
"Hebrew","item_324",1.05868247814,0.85359324128,1730.34013665174,17.802927497714,0.0624378,0.0257402,0.0965887,10.5968,2.78594,2.53818,8175.55,19,"outside","out16"
"Hebrew","item_325",1.177398217708,1.6706840604,1840.3547763972,10.737222278166,0.00655785,0.0454286,0.028726,1.2056,2.90841,6.58807,8223.21,17.9986,"outside","out17"
"Hebrew","item_326",0.85106301999,0.4078273942,4148.4483382182,18.4436743009,0.00512795,0.0248543,0.866181,18.0358,2.45925,1.06059,9343.91,18.9998,"outside","out18"
"Hebrew","item_327",1.9899063668,7.5804970704,7.689563134474,7.3768183052474,0.577828,0.155557,0.00136496,0.000683047,4.08146,23.4881,17.4978,16.0937,"outside","out19"
"Hebrew","item_328",1.79122513224,4.38601935308,10.36044911283,7.71150768908,0.487028,0.0346738,0.00666286,0.00327048,3.68557,15.1628,23.8673,16.693,"outside","out20"
"Hebrew","item_329",1.2393299422,1.86755942974,1063.63772357468,14.40293377134,0.044218,0.0350634,0.0180022,2.20879,3.12943,7.79339,6503.72,18.9995,"outside","out21"
"Hebrew","item_33",1.12023342363,1.0813888145,1499.4377484761,13.005837407676,0.0460349,0.0156634,0.0532316,1.61953,2.8277,4.91987,5471.26,17.9999,"animals","anim17"
"Hebrew","item_330",0.91581697537,0.8397528353,4175.7550588932,13.147989488006,0.00568934,0.0680801,0.243986,1.74336,2.53917,2.07989,9355.74,18.9995,"outside","out22"
"Hebrew","item_331",1.54232944868,2.7681044684,145.582845103732,9.7509055607,0.13761,0.0153577,0.00754486,0.80891,3.2574,10.1888,932.386,17.9997,"outside","out23"
"Hebrew","item_332",0.94328794371,0.7870197406,3944.6535570608,14.318320704152,0.00509086,0.0339552,0.610588,2.33404,2.61035,2.0012,9338.47,18.9978,"outside","out24"
"Hebrew","item_333",1.1547277016,1.12660627866,639.3451168593,10.2140594698278,0.00167699,0.0141246,0.0126079,1.03319,2.84285,4.74273,3357.13,17.9997,"outside","out25"
"Hebrew","item_334",1.65137715154,3.61344374054,91.75276520314,9.200894845056,0.152839,0.0454134,0.0205274,0.870651,3.52918,13.1843,640.124,17.9985,"outside","out26"
"Hebrew","item_335",1.7617221324,5.14774077284,8.90848199892,8.069192380736,0.453747,0.0344271,0.018963,0.00167201,3.54106,17.7872,17.3286,17.2273,"outside","out27"
"Hebrew","item_336",1.44520266986,2.2255035249,468.024823776086,10.101203887923,0.0633667,0.0204753,0.00604743,0.911519,3.16222,8.73493,3850.25,17.9978,"outside","out28"
"Hebrew","item_337",1.44001198872,2.48326996532,163.98827444494,11.395485031502,0.133563,0.0303081,0.0341248,1.17017,3.10068,9.66307,1115.38,18,"outside","out29"
"Hebrew","item_338",0.69813896414,1.13749864474,4935.350894922,14.61134725346,0.00128248,0.0675749,16.1984,1.94346,2.23488,2.6423,9537.29,19.9972,"outside","out30"
"Hebrew","item_339",1.48744617404,2.48190617502,126.8400840059,9.493007827986,0.0553814,0.0157381,0.0140552,0.886298,3.29382,9.78902,852.078,17.9998,"places","place1"
